frame,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p19_x,p19_y
93,8.77,0.07,7.42,0.05,5.14,0.11,6.11,0.04,4.25,0.06,-1.9800000190734863,0.3799999952316284,2.3,0.03,11.17,4.97,7.48,-1.05,0.8199999928474426,0.07000000029802322,3.21,0.13,3.680000066757202,-1.559999942779541,,,,,,,,
94,8.76,0.06,7.42,0.05,5.13,0.1,6.11,0.04,4.24,0.07,-1.9800000190734863,0.3799999952316284,2.3,0.03,11.17,5.0,7.48,-1.05,0.8199999928474426,0.07000000029802322,3.21,0.13,3.690000057220459,-1.559999942779541,,,,,,,,
95,8.76,0.07,7.42,0.05,5.13,0.1,6.11,0.04,4.24,0.07,-1.9800000190734863,0.3799999952316284,2.32,0.02,11.17,5.0,7.48,-1.05,0.8299999833106995,0.05999999865889549,3.21,0.13,3.7300000190734863,-1.5499999523162842,,,,,3.690000057220459,-1.5700000524520874,,
96,8.76,0.07,7.42,0.05,5.13,0.1,6.11,0.04,4.23,0.08,-1.9700000286102295,0.3799999952316284,2.32,0.03,11.17,5.0,7.49,-1.05,0.8199999928474426,0.05999999865889549,3.2,0.13,3.7200000286102295,-1.5499999523162842,,,,,,,,
97,8.75,0.07,7.42,0.05,5.13,0.1,6.11,0.04,4.23,0.08,-1.940000057220459,0.3700000047683716,2.32,0.04,11.17,5.0,7.49,-1.05,0.8199999928474426,0.07000000029802322,3.18,0.14,3.7300000190734863,-1.5499999523162842,,,,,3.7699999809265137,-1.5499999523162842,,
98,8.75,0.07,7.42,0.05,5.13,0.1,6.11,0.04,4.21,0.09,-1.940000057220459,0.3700000047683716,2.32,0.04,11.17,5.0,7.49,-1.05,0.8100000023841858,0.07000000029802322,3.18,0.14,3.7699999809265137,-1.5399999618530273,,,,,,,,
99,8.75,0.06,7.42,0.05,5.13,0.1,6.11,0.04,4.2,0.1,-1.940000057220459,0.3700000047683716,2.32,0.04,11.17,5.0,7.49,-1.05,0.800000011920929,0.07000000029802322,3.17,0.15,3.799999952316284,-1.5399999618530273,,,,,,,,
100,8.75,0.05,7.42,0.05,5.13,0.1,6.11,0.04,4.21,0.1,-1.9600000381469727,0.3799999952316284,2.33,0.04,11.18,5.01,7.5,-1.05,0.8100000023841858,0.07000000029802322,3.18,0.14,3.8299999237060547,-1.5399999618530273,,,,,,,3.7300000190734863,-1.559999942779541
101,8.75,0.04,7.42,0.05,5.13,0.1,6.11,0.04,4.2,0.11,-1.9500000476837158,0.3799999952316284,2.33,0.05,11.18,5.01,7.5,-1.05,0.8100000023841858,0.07000000029802322,3.19,0.14,3.8399999141693115,-1.5399999618530273,,,,,,,3.7300000190734863,-1.559999942779541
102,8.74,0.04,7.42,0.05,5.13,0.1,6.11,0.04,4.21,0.11,-1.9500000476837158,0.3799999952316284,2.33,0.05,11.18,5.02,7.5,-1.05,0.8199999928474426,0.07000000029802322,3.2,0.13,3.8499999046325684,-1.5399999618530273,,,,,,,3.740000009536743,-1.5499999523162842
103,8.74,0.04,7.42,0.05,5.13,0.1,6.1,0.04,4.2,0.11,-1.9800000190734863,0.3799999952316284,2.33,0.06,11.18,5.02,7.51,-1.05,0.8199999928474426,0.07000000029802322,3.2,0.13,3.7699999809265137,-1.5,,,,,,,3.7699999809265137,-1.5499999523162842
104,8.74,0.04,7.42,0.05,5.13,0.1,6.1,0.05,4.21,0.11,-1.9800000190734863,0.3799999952316284,2.33,0.06,11.18,5.01,7.51,-1.05,0.8199999928474426,0.07000000029802322,3.21,0.13,3.809999942779541,-1.5,,,,,,,3.799999952316284,-1.5499999523162842
105,8.74,0.04,7.42,0.05,5.13,0.1,6.1,0.05,4.21,0.1,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.17,5.01,7.51,-1.05,0.8199999928474426,0.07000000029802322,3.21,0.13,3.809999942779541,-1.5,,,,,,,3.819999933242798,-1.5399999618530273
106,8.74,0.03,7.41,0.05,5.13,0.1,6.1,0.05,4.2,0.11,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.17,5.01,7.51,-1.05,0.8100000023841858,0.07000000029802322,3.21,0.13,3.859999895095825,-1.5199999809265137,,,,,,,3.819999933242798,-1.5399999618530273
107,8.74,0.03,7.41,0.05,5.13,0.1,6.1,0.05,4.2,0.11,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.18,5.01,7.51,-1.04,0.800000011920929,0.07000000029802322,3.2,0.13,3.7699999809265137,-1.4700000286102295,,,,,,,3.880000114440918,-1.5299999713897705
108,8.74,0.03,7.41,0.05,5.13,0.1,6.1,0.05,4.2,0.11,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.17,4.98,7.52,-1.04,0.800000011920929,0.07000000029802322,3.19,0.14,3.890000104904175,-1.5099999904632568,,,,,,,,
109,8.74,0.03,7.41,0.05,5.13,0.1,6.1,0.05,4.21,0.11,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.17,4.98,7.52,-1.04,0.800000011920929,0.07000000029802322,3.2,0.14,3.940000057220459,-1.5199999809265137,,,,,,,,
110,8.74,0.03,7.41,0.05,5.13,0.1,6.1,0.04,4.21,0.11,-1.9800000190734863,0.3799999952316284,2.32,0.06,11.17,4.98,7.52,-1.04,0.8199999928474426,0.07000000029802322,3.2,0.14,3.9700000286102295,-1.5199999809265137,,,,,,,,
111,8.74,0.04,7.41,0.05,5.13,0.1,6.1,0.04,4.21,0.11,-1.9900000095367432,0.38999998569488525,2.31,0.06,11.17,4.98,7.52,-1.04,0.8199999928474426,0.05999999865889549,3.19,0.14,3.9800000190734863,-1.5199999809265137,,,,,,,,
112,8.74,0.04,7.41,0.05,5.13,0.09,6.1,0.04,4.2,0.12,-1.9800000190734863,0.3799999952316284,2.3,0.06,11.17,4.97,7.52,-1.04,0.8299999833106995,0.05999999865889549,3.2,0.14,3.930000066757202,-1.5,,,,,,,3.9800000190734863,-1.5199999809265137
113,8.74,0.04,7.41,0.05,5.13,0.1,6.11,0.04,4.2,0.12,-1.9800000190734863,0.3799999952316284,2.3,0.05,11.17,4.97,7.52,-1.04,0.8100000023841858,0.07000000029802322,3.19,0.14,3.7899999618530273,-1.440000057220459,,,,,,,4.0,-1.5199999809265137
114,8.74,0.04,7.41,0.04,5.12,0.1,6.11,0.04,4.2,0.12,-1.9800000190734863,0.3799999952316284,2.31,0.04,11.16,4.97,7.52,-1.04,0.8100000023841858,0.07000000029802322,3.19,0.14,3.9100000858306885,-1.4700000286102295,,,,,,,4.019999980926514,-1.5099999904632568
115,8.74,0.04,7.41,0.04,5.12,0.1,6.12,0.04,4.2,0.12,-1.9800000190734863,0.3799999952316284,2.31,0.04,11.16,4.97,7.52,-1.04,0.8299999833106995,0.05999999865889549,3.19,0.14,3.5999999046325684,-1.340000033378601,,,,,,,4.050000190734863,-1.5099999904632568
116,8.74,0.04,7.41,0.05,5.12,0.1,6.12,0.04,4.2,0.12,-1.9800000190734863,0.3799999952316284,2.3,0.03,11.16,4.97,7.52,-1.04,0.8399999737739563,0.05999999865889549,3.19,0.14,3.680000066757202,-1.3700000047683716,,,,,,,4.070000171661377,-1.5099999904632568
117,8.74,0.04,7.41,0.05,5.12,0.1,6.13,0.04,4.2,0.13,-1.9800000190734863,0.3799999952316284,2.3,0.03,11.16,4.96,7.52,-1.04,0.8500000238418579,0.05999999865889549,3.19,0.14,3.700000047683716,-1.3700000047683716,,,,,,,4.090000152587891,-1.5
118,8.74,0.04,7.41,0.05,5.12,0.1,6.14,0.04,4.2,0.13,-1.9700000286102295,0.3799999952316284,2.29,0.03,11.16,4.96,7.52,-1.04,0.8399999737739563,0.05999999865889549,3.19,0.14,3.7300000190734863,-1.3700000047683716,,,,,,,4.119999885559082,-1.5
119,8.74,0.04,7.41,0.05,5.12,0.1,6.14,0.05,4.2,0.13,-1.9700000286102295,0.3799999952316284,2.29,0.03,11.16,4.96,7.53,-1.04,0.8299999833106995,0.05999999865889549,3.2,0.14,3.740000009536743,-1.3600000143051147,,,,,,,4.139999866485596,-1.5
120,8.75,0.04,7.4,0.05,5.12,0.1,6.15,0.05,4.21,0.12,-1.9700000286102295,0.3799999952316284,2.28,0.04,11.16,4.96,7.53,-1.04,0.8399999737739563,0.05999999865889549,3.2,0.14,3.8299999237060547,-1.3899999856948853,,,,,,,4.150000095367432,-1.5
121,8.75,0.03,7.4,0.04,5.12,0.09,6.15,0.05,4.21,0.12,-1.9700000286102295,0.3799999952316284,2.27,0.04,11.16,4.97,7.53,-1.04,0.8399999737739563,0.05999999865889549,3.19,0.14,3.869999885559082,-1.399999976158142,,,,,,,4.159999847412109,-1.4900000095367432
122,8.74,0.03,7.4,0.04,5.13,0.09,6.16,0.05,4.2,0.13,-1.9700000286102295,0.3799999952316284,2.26,0.04,11.16,4.97,7.54,-1.04,0.8399999737739563,0.05999999865889549,3.2,0.13,3.9800000190734863,-1.440000057220459,,,,,,,4.179999828338623,-1.4900000095367432
123,8.74,0.04,7.4,0.04,5.13,0.09,6.16,0.06,4.2,0.14,-1.9700000286102295,0.3799999952316284,2.26,0.04,11.16,4.97,7.54,-1.04,0.8399999737739563,0.05999999865889549,3.2,0.13,4.039999961853027,-1.4500000476837158,,,,,,,4.199999809265137,-1.4800000190734863
124,8.74,0.03,7.39,0.04,5.13,0.08,6.16,0.05,4.2,0.14,-1.9700000286102295,0.3799999952316284,2.25,0.05,11.16,4.97,7.54,-1.04,0.8399999737739563,0.05999999865889549,3.18,0.14,4.079999923706055,-1.4600000381469727,,,,,,,4.230000019073486,-1.4800000190734863
125,8.74,0.03,7.39,0.04,5.13,0.08,6.17,0.05,4.2,0.13,-1.9700000286102295,0.3799999952316284,2.25,0.04,11.16,4.97,7.53,-1.04,0.8500000238418579,0.05999999865889549,3.17,0.15,4.070000171661377,-1.4500000476837158,,,,,,,4.25,-1.4800000190734863
126,8.74,0.03,7.39,0.04,5.14,0.07,6.17,0.06,4.21,0.13,-1.9700000286102295,0.3799999952316284,2.26,0.03,11.16,4.98,7.53,-1.04,0.8500000238418579,0.05999999865889549,3.16,0.15,4.03000020980835,-1.4600000381469727,,,,,,,4.269999980926514,-1.4800000190734863
127,8.74,0.03,7.39,0.04,5.16,0.05,6.17,0.06,4.21,0.13,-1.9700000286102295,0.3799999952316284,2.26,0.03,11.15,4.98,7.52,-1.04,0.8500000238418579,0.05999999865889549,3.17,0.15,4.019999980926514,-1.4500000476837158,,,,,,,4.260000228881836,-1.4800000190734863
128,8.74,0.03,7.39,0.03,5.18,0.05,6.17,0.06,4.21,0.13,-1.9700000286102295,0.3799999952316284,2.26,0.03,11.16,4.98,7.52,-1.04,0.8399999737739563,0.05999999865889549,3.17,0.15,4.03000020980835,-1.4600000381469727,,,,,,,4.269999980926514,-1.4800000190734863
129,8.74,0.03,7.39,0.03,5.19,0.04,6.14,0.1,4.21,0.14,-1.9800000190734863,0.3799999952316284,2.26,0.02,11.15,4.98,7.51,-1.04,0.8299999833106995,0.07000000029802322,3.16,0.15,4.090000152587891,-1.4700000286102295,,,,,,,4.269999980926514,-1.4800000190734863
130,8.74,0.03,7.39,0.03,5.21,0.03,6.14,0.11,4.21,0.14,-1.9800000190734863,0.3799999952316284,2.26,0.02,11.16,4.98,7.51,-1.04,0.8199999928474426,0.07000000029802322,3.15,0.16,4.130000114440918,-1.4800000190734863,,,,,,,4.28000020980835,-1.4800000190734863
131,8.74,0.04,7.39,0.04,5.22,0.03,6.14,0.12,4.22,0.14,-1.9800000190734863,0.3799999952316284,2.26,0.02,11.16,4.97,7.51,-1.04,0.8100000023841858,0.07000000029802322,3.16,0.16,4.130000114440918,-1.4900000095367432,,,,,,,4.289999961853027,-1.4700000286102295
132,8.74,0.04,7.39,0.04,5.23,0.02,6.12,0.14,4.22,0.14,-1.9800000190734863,0.3799999952316284,2.26,0.03,11.16,4.97,7.51,-1.04,0.8100000023841858,0.07000000029802322,3.15,0.16,4.170000076293945,-1.4900000095367432,,,,,,,4.300000190734863,-1.4700000286102295
133,8.74,0.04,7.39,0.04,5.24,0.01,6.12,0.15,4.22,0.15,-1.9800000190734863,0.3799999952316284,2.26,0.03,11.16,4.97,7.51,-1.04,0.8100000023841858,0.07000000029802322,3.15,0.17,4.199999809265137,-1.4900000095367432,,,,,,,4.320000171661377,-1.4700000286102295
134,8.74,0.03,7.4,0.04,5.25,0.01,6.13,0.15,4.22,0.15,-1.9800000190734863,0.3799999952316284,2.26,0.04,11.16,4.97,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.16,0.16,4.170000076293945,-1.4900000095367432,,,,,,,4.340000152587891,-1.4700000286102295
135,8.74,0.03,7.4,0.04,5.24,0.02,6.14,0.13,4.23,0.15,-1.9800000190734863,0.3799999952316284,2.26,0.03,11.16,4.97,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.16,0.16,4.179999828338623,-1.5,,,,,,,4.360000133514404,-1.4600000381469727
136,8.74,0.03,7.4,0.04,5.24,0.03,6.14,0.14,4.23,0.15,-1.9800000190734863,0.3799999952316284,2.25,0.04,11.16,4.98,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.16,0.17,4.179999828338623,-1.5,,,,,,,4.389999866485596,-1.4600000381469727
137,8.74,0.04,7.4,0.04,5.24,0.03,6.14,0.14,4.23,0.17,-1.9800000190734863,0.3799999952316284,2.25,0.05,11.16,5.0,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.16,0.18,4.179999828338623,-1.5,,,,,,,4.429999828338623,-1.4600000381469727
138,8.74,0.04,7.4,0.05,5.24,0.04,6.14,0.14,4.23,0.17,-1.9800000190734863,0.3799999952316284,2.25,0.05,11.16,5.0,7.49,-1.04,0.800000011920929,0.07999999821186066,3.16,0.18,4.170000076293945,-1.5,,,,,,,4.460000038146973,-1.4600000381469727
139,8.73,0.04,7.4,0.07,5.24,0.04,6.14,0.14,4.24,0.17,-1.9900000095367432,0.3799999952316284,2.27,0.04,11.16,5.0,7.49,-1.04,0.8100000023841858,0.07000000029802322,3.17,0.18,4.170000076293945,-1.5,,,,,,,4.489999771118164,-1.4500000476837158
140,8.73,0.03,7.39,0.09,5.22,0.07,6.14,0.15,4.26,0.17,-1.9900000095367432,0.3799999952316284,2.27,0.05,11.16,4.98,7.49,-1.04,0.8100000023841858,0.07000000029802322,3.17,0.19,4.170000076293945,-1.5,,,,,,,4.510000228881836,-1.4500000476837158
141,8.73,0.03,7.39,0.11,5.21,0.09,6.13,0.15,4.28,0.15,-2.0,0.38999998569488525,2.28,0.05,11.16,4.97,7.49,-1.04,0.8100000023841858,0.07000000029802322,3.17,0.19,4.170000076293945,-1.5,,,,,,,4.539999961853027,-1.4500000476837158
142,8.72,0.04,7.39,0.11,5.2,0.11,6.14,0.14,4.31,0.14,-2.0,0.38999998569488525,2.31,0.05,11.16,4.97,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.2,0.18,4.179999828338623,-1.5,,,,,,,4.570000171661377,-1.440000057220459
143,8.72,0.04,7.38,0.14,5.2,0.11,6.15,0.14,4.3,0.15,-2.0,0.38999998569488525,2.31,0.06,11.16,4.98,7.49,-1.04,0.8199999928474426,0.07000000029802322,3.2,0.19,4.179999828338623,-1.5,,,,,,,4.599999904632568,-1.440000057220459
144,8.71,0.04,7.38,0.16,5.2,0.13,6.14,0.15,4.31,0.15,-1.9800000190734863,0.3799999952316284,2.31,0.06,11.16,4.98,7.48,-1.05,0.8100000023841858,0.07000000029802322,3.2,0.2,4.179999828338623,-1.5,,,,,,,4.619999885559082,-1.4299999475479126
145,8.71,0.04,7.38,0.17,5.18,0.17,6.14,0.16,4.31,0.16,-1.9800000190734863,0.3799999952316284,2.32,0.07,11.16,4.98,7.48,-1.05,0.8100000023841858,0.07000000029802322,3.24,0.19,4.179999828338623,-1.5,,,,,,,4.639999866485596,-1.4299999475479126
146,8.72,0.06,7.38,0.17,5.19,0.16,6.15,0.16,4.31,0.14,-1.9700000286102295,0.3799999952316284,2.31,0.08,11.16,5.0,7.47,-1.05,0.800000011920929,0.07999999821186066,3.27,0.18,4.179999828338623,-1.4900000095367432,,,,,,,4.650000095367432,-1.4299999475479126
147,8.74,0.07,7.38,0.17,5.19,0.17,6.16,0.16,4.29,0.17,-1.9800000190734863,0.3799999952316284,2.31,0.09,11.16,4.98,7.46,-1.05,0.800000011920929,0.07999999821186066,3.29,0.18,4.179999828338623,-1.4900000095367432,,,,,,,4.670000076293945,-1.4299999475479126
148,8.75,0.09,7.37,0.17,5.16,0.23,6.16,0.17,4.28,0.23,-1.9900000095367432,0.3799999952316284,2.33,0.09,11.16,4.98,7.45,-1.05,0.8100000023841858,0.07000000029802322,3.28,0.2,4.190000057220459,-1.4900000095367432,,,,,,,4.690000057220459,-1.4299999475479126
149,8.77,0.12,7.36,0.19,5.15,0.27,6.16,0.17,4.28,0.28,-2.0,0.38999998569488525,2.36,0.07,11.16,4.97,7.45,-1.05,0.8100000023841858,0.07000000029802322,3.29,0.21,4.199999809265137,-1.4900000095367432,,,,,,,4.699999809265137,-1.4299999475479126
150,8.77,0.13,7.36,0.2,5.14,0.3,6.18,0.17,4.29,0.31,-1.9900000095367432,0.3799999952316284,2.35,0.09,11.16,4.96,7.47,-1.05,0.8199999928474426,0.07999999821186066,3.33,0.18,4.210000038146973,-1.4900000095367432,,,,,,,,
151,8.76,0.14,7.34,0.27,5.13,0.33,6.16,0.21,4.29,0.32,-1.9900000095367432,0.3799999952316284,2.34,0.12,11.17,4.98,7.46,-1.05,0.8299999833106995,0.07999999821186066,3.28,0.24,4.230000019073486,-1.4900000095367432,,,,,,,,
152,8.75,0.15,7.34,0.31,5.11,0.35,6.13,0.26,4.29,0.32,-1.9900000095367432,0.3799999952316284,2.32,0.14,11.17,5.0,7.47,-1.05,0.8399999737739563,0.07999999821186066,3.28,0.24,4.239999771118164,-1.4900000095367432,,,,,,,,
153,8.74,0.15,7.33,0.34,5.12,0.35,6.11,0.3,4.34,0.32,-1.9800000190734863,0.3799999952316284,2.3,0.16,11.17,5.0,7.48,-1.05,0.8500000238418579,0.07999999821186066,3.27,0.26,4.239999771118164,-1.4900000095367432,,,,,,,,
154,8.73,0.18,7.33,0.35,5.15,0.35,6.11,0.33,4.36,0.32,-1.9800000190734863,0.3799999952316284,2.31,0.16,11.17,5.0,7.49,-1.05,0.8700000047683716,0.09000000357627869,3.26,0.27,4.25,-1.4900000095367432,,,,,,,,
155,8.72,0.24,7.34,0.36,5.18,0.34,6.11,0.35,4.32,0.37,-1.9700000286102295,0.3700000047683716,2.34,0.17,11.17,5.0,7.49,-1.05,0.8799999952316284,0.09000000357627869,3.23,0.32,4.25,-1.4900000095367432,,,,,,,,
156,8.72,0.29,7.34,0.36,5.19,0.35,6.1,0.38,4.31,0.42,-1.9700000286102295,0.3700000047683716,2.37,0.18,11.17,4.98,7.48,-1.04,0.8899999856948853,0.09000000357627869,3.25,0.33,4.239999771118164,-1.4900000095367432,,,,,,,,
157,8.71,0.33,7.35,0.36,5.2,0.38,6.09,0.41,4.28,0.48,-1.9700000286102295,0.3700000047683716,2.38,0.2,11.17,5.0,7.48,-1.04,0.8700000047683716,0.10000000149011612,3.25,0.35,4.239999771118164,-1.4900000095367432,,,,,,,,
158,8.7,0.36,7.35,0.37,5.21,0.39,6.08,0.45,4.27,0.5,-1.9700000286102295,0.3700000047683716,2.34,0.26,11.17,5.01,7.47,-1.04,0.8100000023841858,0.14000000059604645,3.24,0.38,4.230000019073486,-1.4900000095367432,,,,,,,,
159,8.71,0.36,7.34,0.41,5.15,0.49,6.09,0.46,4.28,0.51,-1.9700000286102295,0.3700000047683716,2.31,0.29,11.17,5.01,7.47,-1.04,0.8100000023841858,0.15000000596046448,3.25,0.39,4.21999979019165,-1.4900000095367432,,,,,,,,
160,8.73,0.38,7.34,0.4,5.08,0.58,6.08,0.5,4.31,0.51,-1.9900000095367432,0.3799999952316284,2.31,0.32,11.18,5.02,7.47,-1.05,0.8399999737739563,0.14000000059604645,3.23,0.41,4.21999979019165,-1.4900000095367432,,,,,,,,
161,8.73,0.39,7.33,0.44,5.1,0.6,6.07,0.54,4.3,0.55,-1.9900000095367432,0.3799999952316284,2.3,0.35,11.18,5.02,7.46,-1.05,0.8399999737739563,0.15000000596046448,3.23,0.42,4.21999979019165,-1.4900000095367432,,,,,,,,
162,8.74,0.41,7.31,0.5,5.12,0.62,6.06,0.57,4.28,0.59,-1.9800000190734863,0.3799999952316284,2.3,0.36,11.18,5.02,7.46,-1.05,0.8600000143051147,0.15000000596046448,3.23,0.44,4.21999979019165,-1.4900000095367432,,,,,,,,
163,8.75,0.45,7.3,0.53,5.15,0.61,6.06,0.56,4.28,0.61,-1.9800000190734863,0.3799999952316284,2.3,0.39,11.17,5.01,7.46,-1.05,0.9800000190734863,0.10000000149011612,3.22,0.47,4.21999979019165,-1.4900000095367432,,,,,,,,
164,8.74,0.52,7.3,0.55,5.19,0.6,6.06,0.58,4.27,0.63,-1.9800000190734863,0.3799999952316284,2.31,0.4,11.17,5.0,7.45,-1.05,1.0099999904632568,0.09000000357627869,3.21,0.5,4.210000038146973,-1.4900000095367432,,,,,,,,
165,8.74,0.57,7.29,0.56,5.21,0.59,6.06,0.59,4.24,0.68,-1.9800000190734863,0.3799999952316284,2.33,0.41,11.17,4.98,7.45,-1.05,0.9800000190734863,0.10000000149011612,3.2,0.53,4.199999809265137,-1.4900000095367432,,,,,,,,
166,8.72,0.61,7.29,0.58,5.22,0.6,6.08,0.59,4.2,0.76,-1.9800000190734863,0.3799999952316284,2.34,0.42,11.17,4.98,7.45,-1.05,1.0099999904632568,0.10999999940395355,3.16,0.58,4.199999809265137,-1.4900000095367432,,,,,,,,
167,8.71,0.63,7.28,0.6,5.2,0.63,6.07,0.64,4.19,0.81,-1.9800000190734863,0.3799999952316284,2.33,0.44,11.17,4.98,7.45,-1.05,0.9700000286102295,0.15000000596046448,3.17,0.59,4.199999809265137,-1.4900000095367432,,,,,,,,
168,8.71,0.63,7.28,0.61,5.16,0.71,6.07,0.67,4.23,0.81,-1.9700000286102295,0.3700000047683716,2.29,0.49,11.17,4.98,7.45,-1.05,1.0,0.18000000715255737,3.18,0.61,4.199999809265137,-1.4900000095367432,,,,,,,,
169,8.7,0.63,7.27,0.64,5.12,0.8,6.05,0.76,4.26,0.82,-1.9700000286102295,0.3700000047683716,2.23,0.55,11.16,4.97,7.45,-1.05,0.9900000095367432,0.20999999344348907,3.18,0.64,4.199999809265137,-1.4900000095367432,,,,,,,,
170,8.69,0.64,7.28,0.67,5.08,0.87,6.02,0.84,4.29,0.81,-1.9700000286102295,0.3700000047683716,2.27,0.56,11.16,4.97,7.45,-1.05,1.0399999618530273,0.20999999344348907,3.17,0.66,4.190000057220459,-1.4900000095367432,,,,,,,,
171,8.69,0.68,7.28,0.74,5.06,0.92,6.02,0.89,4.33,0.8,-1.9800000190734863,0.3700000047683716,2.31,0.57,11.17,4.97,7.45,-1.05,1.0199999809265137,0.2199999988079071,3.17,0.68,4.190000057220459,-1.4900000095367432,,,,,,,,
172,8.69,0.77,7.27,0.81,5.1,0.93,6.05,0.89,4.34,0.84,-1.9800000190734863,0.3700000047683716,2.35,0.59,11.16,4.97,7.45,-1.05,1.0099999904632568,0.23999999463558197,3.18,0.69,4.179999828338623,-1.4900000095367432,,,,,,,,
173,8.68,0.84,7.28,0.84,5.14,0.92,6.06,0.92,4.33,0.88,-1.9700000286102295,0.3700000047683716,2.38,0.6,11.17,4.97,7.44,-1.05,1.0,0.27000001072883606,3.14,0.73,4.179999828338623,-1.4900000095367432,,,,,,,,
174,8.68,0.87,7.28,0.85,5.18,0.9,6.07,0.93,4.31,0.94,-1.9800000190734863,0.3700000047683716,2.39,0.62,11.17,4.98,7.44,-1.05,0.9599999785423279,0.3100000023841858,3.1,0.78,4.179999828338623,-1.4900000095367432,,,,,,,,
175,8.68,0.88,7.29,0.86,5.2,0.91,6.09,0.93,4.28,1.0,-1.9800000190734863,0.3700000047683716,2.4,0.64,11.17,4.98,7.45,-1.05,0.9399999976158142,0.3499999940395355,3.06,0.84,4.179999828338623,-1.4900000095367432,,,,,,,,
176,8.68,0.89,7.3,0.87,5.2,0.92,6.1,0.93,4.25,1.06,-2.0,0.3799999952316284,2.33,0.71,11.17,4.98,7.44,-1.05,0.9399999976158142,0.38999998569488525,3.04,0.91,4.179999828338623,-1.4900000095367432,,,,,,,,
177,8.68,0.91,7.3,0.88,5.22,0.93,6.09,0.97,4.28,1.08,-2.0,0.3799999952316284,2.28,0.78,11.17,4.98,7.44,-1.06,0.949999988079071,0.41999998688697815,3.04,0.94,4.179999828338623,-1.4900000095367432,,,,,,,,
178,8.68,0.94,7.31,0.89,5.23,0.97,6.05,1.04,4.29,1.11,-2.0,0.3799999952316284,2.24,0.84,11.17,4.98,7.44,-1.06,0.9900000095367432,0.4399999976158142,3.1,0.94,4.190000057220459,-1.4900000095367432,,,,,,,,
179,8.68,0.95,7.3,0.93,5.21,1.03,6.02,1.12,4.29,1.15,-2.0199999809265137,0.38999998569488525,2.24,0.86,11.17,4.98,7.44,-1.06,1.0399999618530273,0.44999998807907104,3.13,0.97,4.199999809265137,-1.4900000095367432,,,,,,,,
180,8.68,1.04,7.29,0.98,5.17,1.13,6.02,1.18,4.29,1.16,-2.009999990463257,0.3799999952316284,2.26,0.89,11.16,4.97,7.44,-1.06,1.0399999618530273,0.4699999988079071,3.17,0.97,,,,,,,,,,
181,8.67,1.13,7.26,1.1,5.12,1.23,6.03,1.19,4.32,1.16,-1.9900000095367432,0.3700000047683716,2.28,0.92,11.16,4.97,7.44,-1.06,1.059999942779541,0.49000000953674316,3.18,0.98,,,,,,,,,,
182,8.66,1.2,7.25,1.15,5.13,1.27,6.05,1.19,4.34,1.19,-1.9900000095367432,0.3700000047683716,2.26,0.97,11.17,4.98,7.44,-1.05,1.0099999904632568,0.5400000214576721,3.22,0.98,,,,,,,,,,
183,8.66,1.23,7.25,1.17,5.15,1.28,6.05,1.21,4.3,1.25,-1.9800000190734863,0.36000001430511475,2.31,0.94,11.17,5.0,7.44,-1.05,0.9700000286102295,0.5899999737739563,3.21,1.0,,,,,,,,,,
184,8.66,1.22,7.24,1.17,5.2,1.27,6.06,1.22,4.27,1.32,-1.9800000190734863,0.36000001430511475,2.33,0.95,11.17,5.01,7.44,-1.05,0.9599999785423279,0.6499999761581421,3.18,1.06,,,,,,,,,,
185,8.65,1.23,7.23,1.18,5.23,1.27,6.06,1.24,4.26,1.38,-1.9800000190734863,0.36000001430511475,2.3,0.99,11.16,5.0,7.43,-1.05,0.9900000095367432,0.6800000071525574,3.13,1.14,,,,,,,,,,
186,8.65,1.23,7.23,1.2,5.25,1.26,6.07,1.26,4.3,1.38,-1.9800000190734863,0.36000001430511475,2.26,1.05,11.16,5.0,7.43,-1.05,1.0199999809265137,0.6899999976158142,3.12,1.18,,,,,,,,,,
187,8.65,1.23,7.24,1.2,5.27,1.28,6.05,1.33,4.35,1.37,-1.9800000190734863,0.36000001430511475,2.24,1.1,11.16,5.0,7.43,-1.05,1.0499999523162842,0.7099999785423279,3.14,1.21,,,,,,,,,,
188,8.65,1.25,7.24,1.21,5.26,1.32,6.01,1.42,4.39,1.37,-1.9700000286102295,0.3499999940395355,2.27,1.13,11.16,5.0,7.43,-1.05,1.1100000143051147,0.7099999785423279,3.19,1.19,,,,,,,,,,
189,8.65,1.3,7.23,1.27,5.23,1.38,5.99,1.5,4.4,1.39,-1.9800000190734863,0.3499999940395355,2.32,1.14,11.16,5.0,7.43,-1.05,1.1100000143051147,0.7200000286102295,3.2,1.23,,,,,,,,,,
