frame,p1_x,p1_y,p2_x,p2_y,p3_x,p3_y,p4_x,p4_y,p5_x,p5_y,p6_x,p6_y,p7_x,p7_y,p8_x,p8_y,p9_x,p9_y,p10_x,p10_y,p11_x,p11_y,p12_x,p12_y,p15_x,p15_y,p16_x,p16_y,p17_x,p17_y,p19_x,p19_y
101,91.45,-1.14,77.58,-0.81,53.45,0.19,63.79,-0.67,43.58,0.51,-23.729999542236328,5.349999904632568,23.42,0.1,117.64,65.09,78.4,-15.26,6.960000038146973,0.6499999761581421,32.69,1.11,40.0,-21.25,,,,,,,38.84000015258789,-21.520000457763672
102,91.4,-1.18,77.57,-0.78,53.45,0.19,63.79,-0.67,43.6,0.55,-23.729999542236328,5.349999904632568,23.49,0.11,117.68,65.26,78.44,-15.25,7.039999961853027,0.6000000238418579,32.86,1.03,40.06999969482422,-21.260000228881836,,,,,,,38.95000076293945,-21.469999313354492
103,91.4,-1.21,77.55,-0.82,53.45,0.19,63.77,-0.67,43.6,0.6,-23.979999542236328,5.460000038146973,23.46,0.16,117.68,65.26,78.46,-15.25,7.039999961853027,0.6000000238418579,32.86,1.03,39.2400016784668,-20.690000534057617,,,,,,,39.29999923706055,-21.399999618530273
104,91.4,-1.24,77.55,-0.82,53.42,0.19,63.75,-0.64,43.61,0.51,-23.979999542236328,5.460000038146973,23.4,0.2,117.64,65.09,78.48,-15.25,7.0,0.6000000238418579,32.91,0.99,39.619998931884766,-20.780000686645508,,,,,,,39.540000915527344,-21.360000610351562
105,91.37,-1.24,77.55,-0.82,53.42,0.19,63.72,-0.64,43.65,0.47,-23.979999542236328,5.460000038146973,23.37,0.2,117.59,65.08,78.49,-15.25,7.0,0.6000000238418579,32.94,1.0,39.709999084472656,-20.739999771118164,,,,,,,39.7599983215332,-21.270000457763672
106,91.35,-1.28,77.53,-0.85,53.42,0.19,63.72,-0.64,43.57,0.55,-23.979999542236328,5.460000038146973,23.34,0.19,117.59,65.08,78.51,-15.24,6.880000114440918,0.6399999856948853,32.94,1.0,40.209999084472656,-20.979999542236328,,,,,,,39.810001373291016,-21.239999771118164
107,91.35,-1.28,77.53,-0.85,53.42,0.19,63.72,-0.64,43.57,0.55,-23.979999542236328,5.460000038146973,23.34,0.19,117.64,65.09,78.53,-15.22,6.800000190734863,0.6800000071525574,32.86,1.03,39.2400016784668,-20.3799991607666,,,,,,,40.380001068115234,-21.190000534057617
108,91.33,-1.31,77.53,-0.85,53.42,0.19,63.72,-0.64,43.57,0.55,-24.020000457763672,5.460000038146973,23.34,0.19,117.56,64.73,78.56,-15.22,6.800000190734863,0.6800000071525574,32.75,1.12,40.4900016784668,-20.860000610351562,,,,,,,,
109,91.35,-1.28,77.53,-0.85,53.42,0.19,63.69,-0.65,43.6,0.55,-24.020000457763672,5.460000038146973,23.3,0.19,117.56,64.73,78.58,-15.21,6.840000152587891,0.6899999976158142,32.79,1.12,41.06999969482422,-21.010000228881836,,,,,,,,
110,91.37,-1.28,77.51,-0.86,53.42,0.19,63.74,-0.68,43.64,0.56,-24.020000457763672,5.460000038146973,23.3,0.19,117.56,64.73,78.62,-15.21,7.0,0.6000000238418579,32.79,1.12,41.38999938964844,-21.06999969482422,,,,,,,,
111,91.37,-1.24,77.48,-0.86,53.42,0.19,63.77,-0.67,43.63,0.6,-24.149999618530273,5.519999980926514,23.23,0.18,117.56,64.73,78.62,-15.21,7.079999923706055,0.550000011920929,32.75,1.12,41.52000045776367,-21.049999237060547,,,,,,,,
112,91.37,-1.24,77.48,-0.86,53.45,0.15,63.77,-0.67,43.59,0.64,-24.020000457763672,5.460000038146973,23.13,0.16,117.57,64.56,78.62,-15.21,7.110000133514404,0.5600000023841858,32.79,1.12,40.91999816894531,-20.780000686645508,,,,,,,41.5099983215332,-21.06999969482422
113,91.4,-1.24,77.48,-0.86,53.42,0.19,63.79,-0.67,43.59,0.64,-24.020000457763672,5.460000038146973,23.18,0.07,117.51,64.55,78.62,-15.22,6.960000038146973,0.6499999761581421,32.7,1.16,39.459999084472656,-19.950000762939453,,,,,,,41.66999816894531,-21.040000915527344
114,91.4,-1.24,77.49,-0.89,53.39,0.23,63.84,-0.7,43.55,0.68,-24.06999969482422,5.449999809265137,23.24,-0.02,117.46,64.55,78.62,-15.22,6.960000038146973,0.6499999761581421,32.7,1.16,40.68000030517578,-20.40999984741211,,,,,,,41.849998474121094,-20.959999084472656
115,91.4,-1.24,77.46,-0.9,53.39,0.23,63.9,-0.69,43.54,0.73,-24.020000457763672,5.460000038146973,23.19,-0.08,117.46,64.55,78.64,-15.22,7.150000095367432,0.5600000023841858,32.7,1.16,37.43000030517578,-18.670000076293945,,,,,,,42.16999816894531,-20.93000030517578
116,91.4,-1.21,77.48,-0.86,53.36,0.27,63.96,-0.69,43.54,0.73,-24.020000457763672,5.460000038146973,23.19,-0.13,117.46,64.55,78.64,-15.22,7.309999942779541,0.4699999988079071,32.75,1.12,38.25,-19.030000686645508,,,,,,,42.43000030517578,-20.8700008392334
117,91.4,-1.21,77.45,-0.86,53.39,0.23,64.03,-0.71,43.53,0.77,-24.06999969482422,5.449999809265137,23.18,-0.18,117.47,64.38,78.64,-15.22,7.340000152587891,0.47999998927116394,32.75,1.12,38.47999954223633,-19.030000686645508,,,,,,,42.68000030517578,-20.829999923706055
118,91.4,-1.21,77.45,-0.86,53.39,0.23,64.12,-0.7,43.56,0.78,-23.940000534057617,5.389999866485596,23.05,-0.15,117.42,64.37,78.66,-15.22,7.230000019073486,0.5199999809265137,32.7,1.16,38.810001373291016,-19.020000457763672,,,,,,,42.90999984741211,-20.829999923706055
119,91.4,-1.24,77.45,-0.86,53.39,0.23,64.18,-0.65,43.52,0.82,-23.940000534057617,5.389999866485596,23.08,-0.2,117.47,64.38,78.67,-15.24,7.190000057220459,0.5099999904632568,32.81,1.08,38.91999816894531,-18.899999618530273,,,,,,,43.150001525878906,-20.790000915527344
120,91.42,-1.24,77.43,-0.87,53.39,0.19,64.24,-0.65,43.6,0.74,-23.940000534057617,5.389999866485596,22.9,-0.07,117.42,64.37,78.7,-15.23,7.230000019073486,0.5199999809265137,32.81,1.08,39.869998931884766,-19.270000457763672,,,,,,,43.2400016784668,-20.760000228881836
121,91.42,-1.27,77.41,-0.91,53.36,0.18,64.25,-0.57,43.64,0.74,-23.940000534057617,5.389999866485596,22.8,-0.03,117.46,64.55,78.76,-15.22,7.269999980926514,0.5199999809265137,32.75,1.12,40.31999969482422,-19.399999618530273,,,,,,,43.41999816894531,-20.709999084472656
122,91.4,-1.27,77.41,-0.91,53.45,0.15,64.33,-0.59,43.52,0.86,-23.940000534057617,5.389999866485596,22.74,0.01,117.46,64.55,78.77,-15.2,7.230000019073486,0.5199999809265137,32.77,1.07,41.45000076293945,-19.920000076293945,,,,,,,43.56999969482422,-20.670000076293945
123,91.4,-1.24,77.37,-0.95,53.48,0.07,64.32,-0.52,43.51,0.91,-23.860000610351562,5.329999923706055,22.71,0.0,117.4,64.54,78.79,-15.2,7.269999980926514,0.5199999809265137,32.82,1.03,42.08000183105469,-20.149999618530273,,,,,,,43.779998779296875,-20.600000381469727
124,91.37,-1.31,77.32,-0.99,53.48,0.03,64.41,-0.58,43.51,0.91,-23.860000610351562,5.329999923706055,22.61,0.04,117.4,64.54,78.77,-15.2,7.269999980926514,0.5199999809265137,32.55,1.19,42.52000045776367,-20.309999465942383,,,,,,,44.099998474121094,-20.59000015258789
125,91.37,-1.34,77.3,-0.99,53.48,-0.06,64.44,-0.58,43.58,0.87,-23.860000610351562,5.329999923706055,22.54,0.03,117.4,64.54,78.7,-15.18,7.340000152587891,0.47999998927116394,32.47,1.23,42.41999816894531,-20.190000534057617,,,,,,,44.310001373291016,-20.56999969482422
126,91.37,-1.34,77.3,-0.99,53.6,-0.21,64.48,-0.53,43.62,0.83,-23.860000610351562,5.329999923706055,22.72,-0.15,117.45,64.72,78.68,-15.16,7.380000114440918,0.47999998927116394,32.42,1.27,42.0099983215332,-20.200000762939453,,,,,,,44.52000045776367,-20.540000915527344
127,91.37,-1.34,77.25,-1.0,53.81,-0.43,64.46,-0.5,43.65,0.84,-23.860000610351562,5.329999923706055,22.71,-0.2,117.39,64.72,78.61,-15.19,7.340000152587891,0.47999998927116394,32.47,1.23,41.83000183105469,-20.170000076293945,,,,,,,44.470001220703125,-20.510000228881836
128,91.37,-1.34,77.25,-1.03,53.95,-0.49,64.45,-0.42,43.68,0.84,-23.860000610351562,5.329999923706055,22.68,-0.2,117.45,64.72,78.57,-15.2,7.309999942779541,0.4699999988079071,32.47,1.23,41.97999954223633,-20.219999313354492,,,,,,,44.529998779296875,-20.5
129,91.37,-1.28,77.25,-1.03,54.07,-0.56,64.19,0.09,43.68,0.89,-23.989999771118164,5.389999866485596,22.74,-0.24,117.39,64.72,78.53,-15.19,7.190000057220459,0.5699999928474426,32.42,1.27,42.61000061035156,-20.399999618530273,,,,,,,44.529998779296875,-20.5
130,91.35,-1.28,77.28,-1.03,54.31,-0.69,64.19,0.21,43.7,0.94,-24.030000686645508,5.380000114440918,22.7,-0.25,117.45,64.72,78.53,-15.19,6.989999771118164,0.6499999761581421,32.31,1.36,43.029998779296875,-20.479999542236328,,,,,,,44.61000061035156,-20.489999771118164
131,91.33,-1.22,77.27,-1.0,54.42,-0.71,64.13,0.32,43.73,0.94,-24.030000686645508,5.380000114440918,22.67,-0.25,117.4,64.54,78.54,-15.2,6.909999847412109,0.699999988079071,32.35,1.36,43.11000061035156,-20.649999618530273,,,,,,,44.72999954223633,-20.450000762939453
132,91.3,-1.22,77.3,-0.99,54.54,-0.86,63.99,0.63,43.72,0.99,-24.030000686645508,5.380000114440918,22.68,-0.2,117.4,64.54,78.56,-15.2,6.960000038146973,0.6499999761581421,32.31,1.46,43.470001220703125,-20.690000534057617,,,,,,,44.849998474121094,-20.43000030517578
133,91.3,-1.19,77.32,-0.99,54.68,-1.0,63.93,0.78,43.75,1.04,-24.030000686645508,5.380000114440918,22.68,-0.15,117.4,64.54,78.46,-15.22,6.960000038146973,0.6499999761581421,32.29,1.51,43.75,-20.639999389648438,,,,,,,45.029998779296875,-20.420000076293945
134,91.3,-1.25,77.34,-0.95,54.74,-1.04,64.02,0.67,43.78,1.04,-24.030000686645508,5.380000114440918,22.69,-0.1,117.4,64.54,78.29,-15.23,7.039999961853027,0.6000000238418579,32.38,1.47,43.52000045776367,-20.709999084472656,,,,,,,45.279998779296875,-20.440000534057617
135,91.33,-1.28,77.37,-0.95,54.63,-0.81,64.14,0.53,43.84,1.05,-24.030000686645508,5.380000114440918,22.72,-0.15,117.4,64.54,78.27,-15.23,7.039999961853027,0.6000000238418579,32.41,1.47,43.56999969482422,-20.760000228881836,,,,,,,45.540000915527344,-20.34000015258789
136,91.33,-1.28,77.37,-0.95,54.66,-0.72,64.12,0.56,43.89,1.15,-24.030000686645508,5.380000114440918,22.63,-0.06,117.45,64.72,78.29,-15.23,7.070000171661377,0.6100000143051147,32.38,1.57,43.619998931884766,-20.790000915527344,,,,,,,45.86000061035156,-20.290000915527344
137,91.3,-1.22,77.39,-0.94,54.63,-0.64,64.12,0.61,43.87,1.29,-23.989999771118164,5.389999866485596,22.61,0.04,117.49,64.9,78.31,-15.22,6.989999771118164,0.6499999761581421,32.34,1.66,43.56999969482422,-20.760000228881836,,,,,,,46.220001220703125,-20.290000915527344
138,91.3,-1.22,77.38,-0.8,54.63,-0.56,64.12,0.61,43.9,1.29,-23.989999771118164,5.389999866485596,22.62,0.09,117.49,64.9,78.31,-15.22,6.800000190734863,0.7400000095367432,32.43,1.62,43.5099983215332,-20.770000457763672,,,,,,,46.560001373291016,-20.260000228881836
139,91.25,-1.23,77.35,-0.6,54.66,-0.6,64.13,0.65,43.98,1.39,-24.15999984741211,5.440000057220459,22.84,0.02,117.49,64.9,78.33,-15.22,6.880000114440918,0.6899999976158142,32.44,1.68,43.47999954223633,-20.780000686645508,,,,,,,46.83000183105469,-20.209999084472656
140,91.25,-1.26,77.31,-0.35,54.43,-0.22,64.12,0.73,44.21,1.38,-24.15999984741211,5.440000057220459,22.83,0.12,117.45,64.72,78.3,-15.21,6.880000114440918,0.6899999976158142,32.44,1.78,43.47999954223633,-20.790000915527344,,,,,,,47.06999969482422,-20.190000534057617
141,91.2,-1.27,77.28,-0.07,54.35,0.07,64.08,0.68,44.45,1.13,-24.280000686645508,5.5,22.93,0.14,117.4,64.54,78.3,-15.21,6.880000114440918,0.6899999976158142,32.51,1.79,43.459999084472656,-20.780000686645508,,,,,,,47.380001068115234,-20.1299991607666
142,91.18,-1.24,77.33,-0.02,54.2,0.38,64.13,0.65,44.68,0.89,-24.280000686645508,5.5,23.19,0.12,117.4,64.54,78.29,-15.23,7.0,0.6000000238418579,32.8,1.67,43.540000915527344,-20.780000686645508,,,,,,,47.720001220703125,-20.06999969482422
143,91.13,-1.25,77.24,0.4,54.23,0.43,64.23,0.58,44.59,1.01,-24.239999771118164,5.5,23.23,0.18,117.45,64.72,78.27,-15.23,7.039999961853027,0.6000000238418579,32.83,1.78,43.560001373291016,-20.780000686645508,,,,,,,48.0099983215332,-19.989999771118164
144,91.08,-1.16,77.23,0.62,54.24,0.65,64.18,0.73,44.67,1.12,-24.06999969482422,5.449999809265137,23.22,0.28,117.45,64.72,78.22,-15.25,6.960000038146973,0.6499999761581421,32.79,1.98,43.59000015258789,-20.760000228881836,,,,,,,48.2599983215332,-19.950000762939453
145,91.06,-1.16,77.2,0.73,54.0,1.14,64.16,0.81,44.75,1.27,-24.06999969482422,5.449999809265137,23.29,0.34,117.45,64.72,78.15,-15.26,6.880000114440918,0.6899999976158142,33.2,1.83,43.61000061035156,-20.75,,,,,,,48.41999816894531,-19.93000030517578
146,91.18,-0.92,77.15,0.73,54.06,1.1,64.22,0.82,44.73,0.98,-23.940000534057617,5.389999866485596,23.25,0.48,117.49,64.9,78.07,-15.28,6.800000190734863,0.7400000095367432,33.53,1.67,43.599998474121094,-20.719999313354492,,,,,,,48.560001373291016,-19.920000076293945
147,91.36,-0.77,77.15,0.73,54.06,1.23,64.31,0.83,44.48,1.32,-24.06999969482422,5.449999809265137,23.18,0.68,117.45,64.72,78.02,-15.29,6.760000228881836,0.7300000190734863,33.74,1.7,43.59000015258789,-20.670000076293945,,,,,,,48.7400016784668,-19.93000030517578
148,91.51,-0.59,77.11,0.76,53.79,2.0,64.31,1.0,44.34,2.21,-24.110000610351562,5.449999809265137,23.44,0.61,117.45,64.72,77.93,-15.26,6.880000114440918,0.6899999976158142,33.69,1.95,43.709999084472656,-20.670000076293945,,,,,,,49.0,-19.940000534057617
149,91.67,-0.18,77.01,1.01,53.7,2.49,64.39,0.97,44.38,2.8,-24.239999771118164,5.5,23.77,0.4,117.4,64.54,77.88,-15.29,6.960000038146973,0.6499999761581421,33.72,2.05,43.83000183105469,-20.649999618530273,,,,,,,49.09000015258789,-19.889999389648438
150,91.65,0.05,77.0,1.16,53.58,2.9,64.52,1.03,44.44,3.25,-24.110000610351562,5.449999809265137,23.67,0.59,117.42,64.37,78.14,-15.25,6.989999771118164,0.7099999785423279,34.19,1.71,43.939998626708984,-20.610000610351562,,,,,,,,
151,91.55,0.1,76.81,2.14,53.39,3.34,64.39,1.51,44.49,3.36,-24.15999984741211,5.440000057220459,23.53,0.99,117.5,64.73,78.0,-15.29,7.099999904632568,0.7200000286102295,33.63,2.4,44.06999969482422,-20.610000610351562,,,,,,,,
152,91.5,0.2,76.73,2.62,53.23,3.66,64.01,2.26,44.52,3.36,-24.110000610351562,5.449999809265137,23.31,1.32,117.54,64.9,78.14,-15.25,7.239999771118164,0.7400000095367432,33.63,2.4,44.16999816894531,-20.610000610351562,,,,,,,,
153,91.4,0.32,76.63,3.09,53.29,3.57,63.83,2.72,44.97,3.27,-24.030000686645508,5.380000114440918,23.05,1.6,117.54,64.9,78.2,-15.24,7.380000114440918,0.8199999928474426,33.5,2.69,44.2599983215332,-20.6200008392334,,,,,,,,
154,91.28,0.64,76.65,3.22,53.65,3.52,63.82,3.11,45.2,3.3,-23.989999771118164,5.389999866485596,23.15,1.62,117.54,64.9,78.25,-15.23,7.53000020980835,0.8399999737739563,33.43,2.89,44.29999923706055,-20.649999618530273,,,,,,,,
155,91.18,1.45,76.75,3.31,53.96,3.47,63.8,3.34,44.83,4.06,-23.899999618530273,5.320000171661377,23.54,1.67,117.54,64.9,78.26,-15.25,7.639999866485596,0.8500000238418579,33.09,3.54,44.29999923706055,-20.649999618530273,,,,,,,,
156,91.14,2.05,76.81,3.32,54.09,3.58,63.75,3.74,44.7,4.67,-23.899999618530273,5.320000171661377,23.8,1.81,117.5,64.73,78.23,-15.22,7.789999961853027,0.8700000047683716,33.28,3.72,44.2599983215332,-20.649999618530273,,,,,,,,
157,91.04,2.66,76.84,3.29,54.13,3.97,63.6,4.27,44.33,5.52,-23.899999618530273,5.320000171661377,23.91,2.09,117.54,64.9,78.17,-15.21,7.550000190734863,1.059999942779541,33.28,3.94,44.18000030517578,-20.649999618530273,,,,,,,,
158,90.99,2.99,76.84,3.41,54.32,4.15,63.5,4.72,44.22,5.83,-23.899999618530273,5.320000171661377,23.48,2.85,117.53,65.08,78.13,-15.22,6.860000133514404,1.600000023841858,33.16,4.3,44.130001068115234,-20.670000076293945,,,,,,,,
159,91.04,3.11,76.8,3.91,53.62,5.45,63.59,4.88,44.37,5.96,-23.899999618530273,5.320000171661377,23.21,3.37,117.59,65.08,78.11,-15.22,6.849999904632568,1.7100000381469727,33.35,4.49,44.060001373291016,-20.649999618530273,,,,,,,,
160,91.23,3.28,76.81,3.87,52.88,6.66,63.54,5.35,44.67,5.84,-24.15999984741211,5.440000057220459,23.19,3.71,117.63,65.26,78.08,-15.24,7.199999809265137,1.590000033378601,33.13,4.8,44.040000915527344,-20.670000076293945,,,,,,,,
161,91.31,3.41,76.68,4.32,53.05,7.01,63.34,6.01,44.51,6.47,-24.15999984741211,5.440000057220459,22.99,4.08,117.63,65.26,78.02,-15.25,7.21999979019165,1.7100000381469727,33.04,4.95,44.0,-20.670000076293945,,,,,,,,
162,91.37,3.65,76.47,5.21,53.32,7.15,63.23,6.29,44.33,6.95,-24.030000686645508,5.380000114440918,23.07,4.32,117.63,65.26,78.01,-15.25,7.409999847412109,1.7300000190734863,33.11,5.19,43.97999954223633,-20.68000030517578,,,,,,,,
163,91.46,4.24,76.4,5.61,53.66,7.03,63.32,6.25,44.37,7.19,-24.030000686645508,5.380000114440918,23.02,4.72,117.59,65.08,77.94,-15.24,8.819999694824219,0.949999988079071,32.98,5.57,43.959999084472656,-20.68000030517578,,,,,,,,
164,91.45,5.12,76.32,5.78,54.0,6.97,63.29,6.45,44.25,7.51,-24.030000686645508,5.380000114440918,23.14,4.85,117.54,64.9,77.91,-15.25,9.079999923706055,0.8199999928474426,32.83,6.01,43.900001525878906,-20.670000076293945,,,,,,,,
165,91.37,5.85,76.29,6.0,54.23,6.84,63.31,6.55,43.92,8.23,-24.030000686645508,5.380000114440918,23.36,4.88,117.5,64.73,77.87,-15.27,8.8100004196167,1.0099999904632568,32.75,6.35,43.81999969482422,-20.670000076293945,,,,,,,,
166,91.18,6.41,76.25,6.18,54.33,6.85,63.47,6.57,43.46,9.3,-24.030000686645508,5.380000114440918,23.46,5.07,117.5,64.73,77.86,-15.29,9.140000343322754,1.1100000143051147,32.26,7.12,43.84000015258789,-20.68000030517578,,,,,,,,
167,91.13,6.66,76.13,6.49,54.17,7.37,63.36,7.27,43.33,9.9,-24.030000686645508,5.380000114440918,23.33,5.41,117.5,64.73,77.85,-15.31,8.680000305175781,1.7300000190734863,32.41,7.26,43.79999923706055,-20.690000534057617,,,,,,,,
168,91.07,6.61,76.17,6.69,53.67,8.41,63.43,7.7,43.73,10.01,-23.899999618530273,5.320000171661377,22.87,6.01,117.5,64.73,77.85,-15.31,9.0,2.059999942779541,32.48,7.51,43.779998779296875,-20.690000534057617,,,,,,,,
169,90.98,6.64,76.09,7.01,53.25,9.56,63.15,8.83,44.1,10.06,-23.899999618530273,5.320000171661377,22.27,6.8,117.46,64.55,77.86,-15.33,8.819999694824219,2.440000057220459,32.47,7.88,43.7599983215332,-20.68000030517578,,,,,,,,
170,90.93,6.81,76.18,7.4,52.82,10.58,62.83,10.01,44.42,9.92,-23.950000762939453,5.320000171661377,22.63,6.97,117.46,64.55,77.86,-15.34,9.350000381469727,2.450000047683716,32.41,8.18,43.7400016784668,-20.68000030517578,,,,,,,,
171,90.9,7.29,76.13,8.43,52.66,11.23,62.88,10.59,44.8,9.84,-23.989999771118164,5.309999942779541,23.07,7.16,117.51,64.55,77.86,-15.34,9.1899995803833,2.609999895095825,32.42,8.37,43.66999816894531,-20.65999984741211,,,,,,,,
172,90.9,8.42,76.1,9.34,53.03,11.34,63.13,10.68,44.89,10.29,-23.989999771118164,5.309999942779541,23.5,7.34,117.46,64.55,77.85,-15.35,9.09000015258789,2.950000047683716,32.49,8.5,43.619998931884766,-20.639999389648438,,,,,,,,
173,90.85,9.44,76.1,9.7,53.5,11.22,63.28,10.99,44.82,10.85,-23.950000762939453,5.320000171661377,23.83,7.51,117.51,64.55,77.83,-15.35,8.90999984741211,3.3399999141693115,32.07,9.08,43.599998474121094,-20.649999618530273,,,,,,,,
174,90.82,9.77,76.16,9.87,53.93,10.96,63.41,11.18,44.63,11.66,-23.989999771118164,5.309999942779541,23.97,7.72,117.5,64.73,77.82,-15.33,8.520000457763672,3.9000000953674316,31.55,9.79,43.58000183105469,-20.649999618530273,,,,,,,,
175,90.79,9.91,76.3,9.99,54.07,11.04,63.54,11.14,44.25,12.53,-23.989999771118164,5.309999942779541,24.02,8.04,117.5,64.73,77.84,-15.33,8.289999961853027,4.420000076293945,31.13,10.66,43.58000183105469,-20.649999618530273,,,,,,,,
176,90.79,10.11,76.32,10.15,54.14,11.24,63.65,11.21,43.97,13.38,-24.239999771118164,5.429999828338623,23.24,8.99,117.5,64.73,77.83,-15.35,8.210000038146973,4.980000019073486,30.88,11.52,43.560001373291016,-20.639999389648438,,,,,,,,
177,90.79,10.35,76.41,10.22,54.36,11.39,63.53,11.73,44.25,13.62,-24.239999771118164,5.429999828338623,22.71,9.93,117.5,64.73,77.79,-15.36,8.34000015258789,5.309999942779541,30.86,11.93,43.59000015258789,-20.690000534057617,,,,,,,,
178,90.82,10.7,76.45,10.33,54.48,11.84,63.18,12.65,44.35,14.05,-24.290000915527344,5.420000076293945,22.23,10.77,117.5,64.73,77.77,-15.36,8.75,5.619999885559082,31.6,11.95,43.63999938964844,-20.709999084472656,,,,,,,,
179,90.79,10.9,76.37,10.91,54.23,12.69,62.82,13.79,44.38,14.47,-24.459999084472656,5.480000019073486,22.3,11.06,117.5,64.73,77.75,-15.36,9.260000228881836,5.75,31.84,12.34,43.75,-20.729999542236328,,,,,,,,
180,90.79,12.08,76.28,11.56,53.73,14.0,62.8,14.5,44.39,14.69,-24.3700008392334,5.409999847412109,22.47,11.44,117.46,64.55,77.77,-15.36,9.270000457763672,6.079999923706055,32.28,12.39,,,,,,,,,,
181,90.76,13.3,75.93,13.16,53.27,15.38,62.98,14.71,44.71,14.66,-24.1200008392334,5.300000190734863,22.72,11.83,117.46,64.55,77.75,-15.36,9.460000038146973,6.239999771118164,32.46,12.48,,,,,,,,,,
182,90.63,14.22,75.88,13.81,53.35,15.95,63.15,14.67,44.83,15.03,-24.170000076293945,5.289999961853027,22.4,12.52,117.5,64.73,77.75,-15.35,8.9399995803833,6.960000038146973,32.8,12.46,,,,,,,,,,
183,90.6,14.62,75.84,14.1,53.58,16.12,63.18,14.87,44.47,15.93,-23.959999084472656,5.170000076293945,23.04,12.16,117.54,64.9,77.74,-15.33,8.489999771118164,7.650000095367432,32.77,12.8,,,,,,,,,,
184,90.6,14.5,75.72,14.15,54.04,15.89,63.21,15.07,44.15,16.85,-23.959999084472656,5.170000076293945,23.17,12.25,117.53,65.08,77.74,-15.33,8.34000015258789,8.529999732971191,32.42,13.55,,,,,,,,,,
185,90.54,14.61,75.67,14.2,54.39,15.87,63.28,15.35,44.0,17.68,-23.959999084472656,5.170000076293945,22.85,12.87,117.49,64.9,77.72,-15.33,8.649999618530273,8.850000381469727,31.88,14.59,,,,,,,,,,
186,90.57,14.67,75.67,14.51,54.62,15.83,63.36,15.62,44.42,17.65,-24.0,5.159999847412109,22.41,13.64,117.49,64.9,77.7,-15.32,9.020000457763672,8.970000267028809,31.7,15.17,,,,,,,,,,
187,90.54,14.66,75.73,14.58,54.82,16.06,63.12,16.54,44.94,17.48,-24.010000228881836,5.090000152587891,22.24,14.31,117.49,64.9,77.68,-15.32,9.369999885559082,9.220000267028809,31.88,15.57,,,,,,,,,,
188,90.54,14.84,75.78,14.64,54.75,16.55,62.73,17.83,45.39,17.54,-23.93000030517578,5.03000020980835,22.49,14.65,117.49,64.9,77.68,-15.32,9.989999771118164,9.229999542236328,32.51,15.35,,,,,,,,,,
189,90.57,15.53,75.63,15.43,54.41,17.38,62.51,18.82,45.44,17.78,-23.969999313354492,5.019999980926514,23.1,14.88,117.49,64.9,77.66,-15.32,10.020000457763672,9.449999809265137,32.54,15.81,,,,,,,,,,
190,90.63,16.98,75.37,17.01,53.83,18.73,62.51,19.41,45.35,18.23,-23.889999389648438,4.960000038146973,23.5,15.09,117.47,65.07,77.65,-15.31,9.829999923706055,9.930000305175781,31.87,16.9,,,,,,,,,,
191,90.6,17.72,75.3,17.94,53.22,20.21,62.69,19.66,45.53,18.49,-23.93000030517578,4.949999809265137,23.78,15.28,117.47,65.07,77.65,-15.31,9.729999542236328,10.350000381469727,32.42,16.65,,,,,,,,,,
192,90.6,17.66,75.38,18.22,53.22,20.85,62.93,19.69,44.73,20.32,-23.850000381469727,4.889999866485596,24.08,15.4,117.47,65.07,77.65,-15.31,9.180000305175781,11.100000381469727,32.78,16.62,,,,,,,,,,
193,90.6,17.72,75.59,18.31,53.67,20.91,63.06,20.08,44.26,21.36,-24.059999465942383,4.940000057220459,23.68,16.15,117.47,65.07,77.63,-15.31,8.869999885559082,12.050000190734863,32.65,17.08,,,,,,,,,,
194,90.6,18.04,75.63,18.46,54.09,20.8,63.23,19.88,44.06,22.28,-24.110000610351562,4.929999828338623,23.18,17.23,117.43,64.89,77.65,-15.31,8.609999656677246,12.640000343322754,32.25,18.0,,,,,,,,,,
195,90.67,18.36,75.71,18.47,54.42,20.76,63.44,19.75,44.08,22.9,-24.190000534057617,4.920000076293945,22.24,18.56,117.39,64.72,77.65,-15.31,8.850000381469727,13.0600004196167,31.71,18.93,,,,,,,,,,
196,90.63,18.74,75.73,18.54,54.7,20.39,63.31,20.5,44.38,22.94,-24.31999969482422,4.980000019073486,22.18,19.25,117.39,64.72,77.65,-15.31,9.680000305175781,13.0,31.41,19.91,,,,,,,,,,
197,90.63,19.27,75.6,18.94,54.66,20.87,62.91,22.02,44.89,22.82,-24.40999984741211,4.96999979019165,23.05,19.09,117.43,64.89,77.65,-15.31,10.199999809265137,13.149999618530273,31.62,20.46,,,,,,,,,,
198,90.63,20.67,75.47,19.84,54.67,21.35,62.62,23.29,45.06,22.84,-24.40999984741211,4.96999979019165,23.43,19.31,117.43,64.89,77.65,-15.31,9.949999809265137,13.829999923706055,32.15,20.52,,,,,,,,,,
199,90.6,21.93,75.3,20.62,54.64,22.01,62.56,23.87,45.07,23.19,-24.40999984741211,4.96999979019165,23.58,19.77,117.43,64.89,77.65,-15.31,9.600000381469727,14.520000457763672,32.66,20.5,,,,,,,,,,
200,90.59,22.5,74.97,21.92,54.65,22.51,62.64,24.14,45.37,23.23,-24.40999984741211,4.96999979019165,23.3,20.46,117.33,64.71,77.65,-15.31,9.539999961853027,15.010000228881836,33.04,20.63,,,,,,,,,,
